show_id,type,title,director,country,date_added,release_year,rating,duration,genre,language,imgDB_ratings,votes,budget_million,revenue_million,popularity_score,seasons,Column1
s378,Movie,Damsel 378,Director D,Germany,2022-01-20,2010,TV-14,147 min,Thriller,Japanese,6.1,57973,28.63,73.27,55,0,good
s379,TV Show,Elite 379,Director E,France,2017-06-25,2004,PG-13,46 min,Mystery,Spanish,7.6,280311,59.72,234.72,51.1,2,good
s380,Movie,Glass Onion 380,Director A,Canada,2020-06-07,2015,TV-G,158 min,Romance,Hindi,9.5,554713,103.7,289.17,70.6,0,excellent
s381,TV Show,Narcos 381,Director C,Australia,2020-02-05,2013,G,47 min,Horror,Spanish,5.3,324625,41.88,137.96,35,4,average
s382,Movie,Enola Holmes 382,Director B,Australia,2018-03-28,2007,PG-13,162 min,Family,French,8.9,122830,68.54,243.67,79.2,0,excellent
s383,TV Show,Stranger Things 383,Director E,Japan,2025-01-07,2022,PG,32 min,Fantasy,Italian,6.1,569139,56.76,50.83,42.5,5,good
s384,Movie,The Intern 384,Director A,Canada,2023-11-02,2022,R,160 min,Mystery,French,8.1,50594,5.27,15.14,59.7,0,good
s385,TV Show,Dark 385,Director A,Canada,2016-02-04,2020,TV-G,29 min,Thriller,Japanese,9.1,382717,80.94,290.13,84.1,7,excellent
s386,Movie,The Adam Project 386,Director F,United States,2021-06-08,2010,TV-MA,151 min,Thriller,French,7.4,485233,96.62,128.22,62.3,0,good
s387,TV Show,The Recruit 387,Director E,Canada,2024-05-07,2012,TV-MA,35 min,Animation,French,7.9,252678,44.88,102.24,78.1,1,good
s388,Movie,The Lincoln Lawyer 388,Director E,Mexico,2019-02-21,2017,R,103 min,Documentary,Korean,8,97059,29,118.87,71.7,0,good
s389,Movie,The Irishman 389,Director F,South Korea,2019-07-03,2013,PG-13,152 min,Crime,Spanish,6.1,150308,60.61,164.54,52.5,0,good
s390,Movie,Red Notice 390,Director B,Italy,2022-05-02,2020,TV-MA,95 min,Mystery,German,9.3,129138,58.51,162.28,67.4,0,excellent
s391,TV Show,Bird Box 391,Director E,Australia,2020-12-19,2009,PG,65 min,Horror,Korean,5.8,32470,22.48,35.73,55,5,average
s392,Movie,The Social Network 392,Director D,Italy,2023-09-16,2007,TV-PG,78 min,Action,Japanese,7.2,531725,65.95,216.56,68.4,0,good
s393,TV Show,Don't Look Up 393,Director B,Italy,2017-11-01,2004,R,37 min,Mystery,Korean,5.3,287967,8.71,34.94,56.1,4,average
s394,Movie,Wednesday 394,Director A,Australia,2025-09-21,2014,TV-G,153 min,Adventure,German,7.2,263771,89.21,166.56,57.1,0,good
s395,Movie,Extraction 395,Director D,Italy,2017-03-23,2016,TV-MA,132 min,Fantasy,Japanese,9,262657,83.33,335.26,74,0,excellent
s396,Movie,Damsel 396,Director C,Australia,2019-04-07,2006,TV-MA,131 min,Adventure,Spanish,8.8,488757,72.85,130.24,62.9,0,excellent
s397,TV Show,The Gray Man 397,Director D,Spain,2024-02-07,2002,G,57 min,Drama,Spanish,9,577949,25.67,83.66,63.7,2,excellent
s398,Movie,The Gray Man 398,Director A,India,2017-01-04,2014,TV-14,107 min,Adventure,Italian,8.3,176960,59.69,186.8,73.8,0,good
s399,TV Show,The Karate Kid 399,Director D,United States,2021-11-15,2002,PG-13,70 min,Romance,Spanish,7.8,172666,88.59,433.72,60.6,7,good
s400,Movie,You 400,Director B,India,2024-08-16,2005,PG-13,166 min,Thriller,English,8.3,472935,11.13,20.05,62.2,0,good
s401,TV Show,The Intern 401,Director F,Germany,2021-02-21,2000,G,56 min,Documentary,Italian,9,254433,67.5,55.63,65.9,8,excellent
s402,Movie,Bridgerton 402,Director B,United States,2025-11-22,2007,TV-PG,145 min,Drama,Spanish,8.7,222723,51.5,157.16,58.9,0,excellent
s403,TV Show,Money Heist 403,Director F,Australia,2016-12-25,2010,PG-13,28 min,Sci-Fi,German,8.1,645774,52.95,82,70.6,2,good
s404,Movie,Money Heist 404,Director A,Canada,2019-05-10,2024,G,116 min,Action,Hindi,5.5,453081,67.61,140.48,54.8,0,average
s405,TV Show,The Old Guard 405,Director E,India,2021-11-28,2010,G,51 min,Adventure,French,5.7,770175,85.02,286.57,60,4,average
s406,TV Show,Red Notice 406,Director D,United Kingdom,2021-11-22,2008,R,61 min,Adventure,French,7.3,769605,111.62,377.28,63.5,6,good
s407,Movie,The Umbrella Academy 407,Director D,France,2016-04-08,2003,TV-MA,134 min,Romance,German,8.8,843403,113.33,120.12,75,0,excellent
s408,Movie,Army of the Dead 408,Director C,United States,2023-03-08,2000,TV-14,100 min,Animation,German,5.5,319870,124.82,198.74,45.7,0,average
s409,TV Show,The Recruit 409,Director D,United States,2022-05-19,2023,PG-13,64 min,Sci-Fi,Spanish,8.8,710139,100.68,162.58,71.3,1,excellent
s410,TV Show,The Karate Kid 410,Director C,Japan,2019-10-04,2017,TV-MA,54 min,Thriller,German,7.4,597385,111.7,115.64,66.8,7,good
s411,TV Show,The Mitchells vs. the Machines 411,Director D,United Kingdom,2017-09-03,2002,TV-14,42 min,Family,French,7.5,179031,44,104.54,63.4,1,good
s412,TV Show,6 Underground 412,Director B,Japan,2016-05-09,2022,PG,42 min,Action,Hindi,6.8,874749,14.98,67.16,68.1,7,good
s413,Movie,Arcane 413,Director C,Germany,2018-04-07,2024,PG,86 min,Mystery,German,7.3,529344,80.99,56.47,50.6,0,good
s414,Movie,Lucifer 414,Director A,Canada,2023-08-03,2016,TV-MA,91 min,Animation,Hindi,6.9,911819,38.52,28.6,57.3,0,good
s415,TV Show,The Recruit 415,Director B,Canada,2017-02-26,2001,PG,58 min,Fantasy,German,7.9,225039,7.59,30.25,59.9,5,good
s416,TV Show,Over the Moon 416,Director B,Japan,2017-04-26,2021,TV-PG,42 min,Fantasy,German,9.3,591810,23.11,29.6,76.3,3,excellent
s417,Movie,Sex Education 417,Director D,United States,2025-01-06,2022,PG-13,111 min,Drama,Italian,6.5,940584,104.19,132.11,49.1,0,good
s418,Movie,Murder Mystery 418,Director F,Italy,2020-04-20,2003,G,81 min,Horror,German,8.2,939570,17.33,36.89,69.6,0,good
s419,TV Show,Manifest 419,Director F,Germany,2023-12-30,2006,TV-14,67 min,Sci-Fi,French,7.2,143197,116.97,464.85,48.1,2,good
s420,TV Show,Murder Mystery 420,Director F,Spain,2018-08-07,2015,TV-PG,39 min,Sci-Fi,Italian,9.1,416122,104.03,352.78,65.8,3,excellent
s421,Movie,The Crown 421,Director B,Japan,2017-04-07,2015,TV-14,119 min,Documentary,Hindi,6.4,370549,87.2,339.95,55.5,0,good
s422,Movie,The Night Agent 422,Director D,France,2019-05-22,2025,TV-14,143 min,Romance,Korean,6.2,260528,84.05,244,52.4,0,good
s423,TV Show,The Old Guard 423,Director F,Australia,2020-11-18,2025,G,61 min,Comedy,Italian,8,86678,67.62,121.16,72,6,good
s424,Movie,The Night Agent 424,Director D,Spain,2017-12-22,2014,G,114 min,Animation,English,5.7,858610,172.15,150.02,49.7,0,average
s425,Movie,Bridgerton 425,Director D,Japan,2025-12-13,2004,PG,149 min,Documentary,Italian,5.2,158852,162.78,501.51,47.4,0,average
s426,Movie,The Umbrella Academy 426,Director C,India,2025-11-02,2021,TV-MA,115 min,Horror,Japanese,8.1,460844,55.35,204.68,72.2,0,good
s427,TV Show,Black Mirror 427,Director A,South Korea,2020-02-21,2001,TV-G,60 min,Adventure,Japanese,9.4,120027,5.1,16.08,86.5,1,excellent
s428,TV Show,The Karate Kid 428,Director D,Spain,2020-04-16,2022,TV-G,50 min,Action,French,5.9,150824,55.05,92.88,40.3,7,average
s429,Movie,To All the Boys I've Loved Before 429,Director B,India,2016-02-17,2004,PG-13,84 min,Animation,Japanese,9,694886,117.41,136.38,71.8,0,excellent
s430,TV Show,The Gray Man 430,Director A,Australia,2018-01-06,2019,G,54 min,Family,Korean,6.7,199816,68.49,184.25,53.1,7,good
s431,TV Show,6 Underground 431,Director D,Italy,2022-02-15,2013,TV-14,61 min,Action,French,7.3,391482,8.85,8.49,49.5,6,good
s432,Movie,The Gray Man 432,Director F,Japan,2025-12-24,2016,PG,153 min,Horror,English,8.4,706200,17.74,43.33,57.3,0,good
s433,Movie,The Recruit 433,Director C,Canada,2021-02-02,2015,PG-13,140 min,Drama,French,6.6,375057,163.28,463.46,66.7,0,good
s434,TV Show,The Sea Beast 434,Director C,Germany,2023-01-21,2001,TV-14,55 min,Action,Hindi,6.5,778199,70.88,252.09,56.9,3,good
s435,TV Show,The Mitchells vs. the Machines 435,Director E,Italy,2017-06-26,2008,PG-13,64 min,Animation,Italian,8.4,638152,36.65,68.87,59.9,5,good
s436,Movie,Arcane 436,Director A,United Kingdom,2024-10-10,2008,PG-13,164 min,Family,Italian,7.5,39697,44.04,57.48,57.3,0,good
s437,TV Show,Klaus 437,Director F,Canada,2020-04-18,2024,TV-14,40 min,Drama,Spanish,7.7,887725,88.49,132.96,58.9,8,good
s438,TV Show,The Gray Man 438,Director D,United States,2019-05-19,2015,PG,55 min,Mystery,Italian,7.2,157200,48.68,183.21,59.9,4,good
s439,TV Show,The Lincoln Lawyer 439,Director F,Canada,2023-08-29,2016,TV-PG,27 min,Crime,French,9.3,457760,110.54,384.37,78.9,2,excellent
s440,TV Show,The Witcher 440,Director E,Spain,2022-07-20,2020,PG-13,50 min,Romance,English,8.4,622322,93.91,370.59,76,8,good
s441,Movie,Murder Mystery 441,Director C,South Korea,2016-02-18,2002,TV-MA,127 min,Drama,Hindi,7.1,235074,19.39,19.49,64.4,0,good
s442,Movie,Dark 442,Director F,Australia,2023-02-26,2019,PG-13,90 min,Comedy,Spanish,8.9,141217,128.04,136.74,69.4,0,excellent
s443,TV Show,The Queen's Gambit 443,Director C,Canada,2023-05-29,2014,PG-13,29 min,Mystery,Hindi,7,705007,111.11,217.87,64.8,8,good
s444,Movie,Sex Education 444,Director D,South Korea,2020-05-10,2012,TV-G,117 min,Action,Italian,8.7,191572,179.28,288.13,69.5,0,excellent
s445,Movie,The Witcher 445,Director A,India,2024-08-14,2017,TV-14,130 min,Horror,French,9.1,755151,40.87,127.07,67.8,0,excellent
s446,TV Show,Over the Moon 446,Director D,Australia,2021-07-31,2000,TV-MA,34 min,Fantasy,Italian,6.3,739061,112.28,403.24,47.3,1,good
s447,TV Show,Glass Onion 447,Director E,Spain,2025-06-19,2012,TV-PG,29 min,Animation,French,8.7,510483,5.38,25.86,60.9,4,excellent
s448,Movie,Extraction 448,Director C,Mexico,2023-04-04,2020,R,86 min,Action,English,6.7,887042,67.03,263.3,54,0,good
s449,Movie,The Lincoln Lawyer 449,Director D,Italy,2023-10-21,2009,R,124 min,Action,English,6.7,93984,161.57,494.31,65.5,0,good
s450,Movie,The Umbrella Academy 450,Director D,United States,2022-08-25,2023,TV-MA,105 min,Romance,English,7.5,327679,89.08,75.33,61.5,0,good
s451,Movie,The Recruit 451,Director E,United Kingdom,2017-04-29,2012,R,102 min,Comedy,English,7.2,716016,145.66,466.48,69.1,0,good
s452,Movie,Nimona 452,Director A,United Kingdom,2023-05-02,2015,TV-MA,77 min,Crime,Hindi,5.4,740363,85.88,359,48.7,0,average
s453,Movie,The Gray Man 453,Director B,France,2016-09-18,2018,TV-PG,179 min,Mystery,Japanese,7.8,650533,147.51,154.19,56.4,0,good
s454,Movie,The Night Agent 454,Director B,Spain,2022-06-17,2021,TV-14,144 min,Comedy,French,8.6,806351,26.44,102.11,58,0,excellent
s455,TV Show,Lucifer 455,Director F,Australia,2023-10-23,2005,TV-G,48 min,Mystery,Spanish,5.4,109823,55.45,259.94,52.6,3,average
s456,TV Show,The Crown 456,Director D,Italy,2016-01-27,2002,PG-13,25 min,Thriller,Spanish,7.8,302514,111.51,420.2,61.6,3,good
s457,TV Show,The Karate Kid 457,Director E,India,2021-01-18,2016,PG,51 min,Romance,Japanese,5.4,193744,112.88,379.76,50.6,4,average
s458,Movie,Stranger Things 458,Director D,Mexico,2017-04-26,2006,R,142 min,Crime,English,8.9,570940,175.87,530.04,72.9,0,excellent
s459,Movie,The Umbrella Academy 459,Director A,United States,2017-09-03,2025,TV-PG,162 min,Crime,Korean,7.3,172520,152.19,632.32,64.5,0,good
s460,TV Show,Red Notice 460,Director D,Japan,2022-12-01,2010,TV-14,54 min,Comedy,Korean,7.5,170722,17.01,17.36,69.2,1,good
s461,TV Show,The Sea Beast 461,Director B,India,2022-07-02,2018,R,45 min,Adventure,Japanese,6.6,821814,27.86,101.49,43.8,7,good
s462,TV Show,The Umbrella Academy 462,Director D,Spain,2016-10-28,2007,PG-13,55 min,Sci-Fi,Korean,6.1,644037,11.25,29.59,49.1,8,good
s463,TV Show,The Karate Kid 463,Director D,France,2018-04-08,2008,PG-13,46 min,Mystery,German,6.4,121506,8.69,27.71,62.2,3,good
s464,TV Show,Breaking Bad 464,Director D,South Korea,2017-10-04,2019,G,65 min,Family,Italian,6.2,436694,71.48,223.13,60.7,3,good
s465,Movie,Sex Education 465,Director E,United Kingdom,2020-10-19,2023,TV-MA,169 min,Documentary,English,7.1,238210,157.32,246.45,68.9,0,good
s466,TV Show,Money Heist 466,Director D,Germany,2024-08-14,2023,R,57 min,Comedy,English,8.7,735494,53.96,132.53,79.8,1,excellent
s467,TV Show,The Old Guard 467,Director F,Germany,2017-06-27,2006,TV-MA,47 min,Sci-Fi,Italian,5.3,706534,32.49,162.31,38.6,5,average
s468,Movie,Over the Moon 468,Director F,India,2020-07-18,2022,TV-G,98 min,Adventure,German,7.2,669170,142.59,291.55,45.6,0,good
s469,Movie,Damsel 469,Director F,India,2020-10-10,2009,TV-PG,171 min,Adventure,English,7.5,838071,50.02,214.57,53.6,0,good
s470,TV Show,The Adam Project 470,Director A,Japan,2017-03-30,2001,R,49 min,Action,German,6.8,684658,58.52,56.86,57.5,6,good
s471,Movie,Peaky Blinders 471,Director B,Spain,2021-05-13,2020,TV-PG,169 min,Crime,Japanese,9.3,224984,169.17,484.24,82.7,0,excellent
s472,Movie,Sex Education 472,Director F,Japan,2020-03-07,2002,PG,119 min,Sci-Fi,German,8.8,498002,82.53,210.92,77.6,0,excellent
s473,Movie,Murder Mystery 473,Director C,India,2025-11-29,2006,PG-13,133 min,Sci-Fi,Spanish,6,85685,17.54,37.25,39,0,average
s474,Movie,Squid Game 474,Director A,Canada,2020-09-02,2009,R,162 min,Comedy,English,6.7,470420,98.38,109.68,61.5,0,good
s475,TV Show,Breaking Bad 475,Director C,Australia,2022-06-28,2013,PG-13,46 min,Mystery,French,7.5,580111,60.91,219.07,60,6,good
s476,TV Show,You 476,Director E,United Kingdom,2021-06-06,2007,PG,48 min,Action,Spanish,6.7,483073,93.52,93.4,67.4,5,good
s477,Movie,6 Underground 477,Director B,Japan,2018-09-01,2005,TV-MA,89 min,Animation,German,5.7,278056,9.32,17.1,43.6,0,average
s478,Movie,Lupin 478,Director D,United Kingdom,2021-01-10,2011,G,144 min,Romance,Spanish,5.7,31135,175.63,470.9,44.5,0,average
s479,TV Show,Stranger Things 479,Director E,Italy,2023-11-29,2020,G,43 min,Romance,Hindi,8.4,606596,108.04,526.41,73.2,8,good
s480,TV Show,The Sea Beast 480,Director C,United States,2017-07-25,2001,R,68 min,Horror,Korean,8.8,472636,40.43,100.54,68,2,excellent
s481,TV Show,The Mitchells vs. the Machines 481,Director C,Australia,2016-04-02,2006,TV-MA,30 min,Animation,German,9.4,418583,82.86,399.55,68.5,8,excellent
s482,Movie,Extraction 482,Director D,Japan,2025-07-29,2022,TV-14,129 min,Thriller,Italian,6.4,373422,67.79,139.24,47.5,0,good
s483,TV Show,Nimona 483,Director E,Australia,2020-12-17,2025,TV-14,43 min,Action,Korean,7,944973,97.65,476.09,55.2,3,good
s484,TV Show,Manifest 484,Director D,Italy,2019-10-05,2016,PG-13,29 min,Thriller,Spanish,9.1,439649,15.17,38.22,65.5,7,excellent
s485,TV Show,The Lincoln Lawyer 485,Director A,United Kingdom,2021-07-02,2017,PG,27 min,Crime,Italian,7.6,490964,100.98,209.68,54.9,5,good
s486,TV Show,Narcos 486,Director C,Australia,2018-01-04,2013,G,56 min,Horror,Japanese,7.3,74966,8.27,33.18,62.6,4,good
s487,TV Show,The Queen's Gambit 487,Director B,Spain,2025-03-05,2022,G,32 min,Adventure,Spanish,8.8,175757,63.94,205.64,74.1,6,excellent
s488,Movie,Lupin 488,Director F,India,2019-01-21,2001,R,121 min,Mystery,Spanish,6.7,308936,76.67,318.73,49.5,0,good
s489,Movie,Klaus 489,Director C,Mexico,2024-06-09,2019,TV-PG,96 min,Comedy,German,8.8,723240,98.78,395.37,80,0,excellent
s490,Movie,Lucifer 490,Director B,Japan,2021-10-23,2004,R,111 min,Family,Korean,6.7,175948,68.4,170.39,44.4,0,good
s491,Movie,The Mitchells vs. the Machines 491,Director C,United Kingdom,2021-03-01,2013,G,84 min,Horror,German,5.3,370124,22.75,25.29,38.8,0,average
s492,TV Show,Ozark 492,Director B,India,2024-05-07,2000,TV-G,32 min,Adventure,Hindi,8.2,327361,19.8,73.57,57,4,good
s493,Movie,Wednesday 493,Director A,Germany,2021-06-06,2024,TV-14,171 min,Crime,English,5.3,696838,78.76,107.57,44.3,0,average
s494,TV Show,Wednesday 494,Director A,India,2016-02-12,2021,PG-13,31 min,Family,French,9.1,198757,110.81,184.24,78.9,2,excellent
s495,TV Show,Roma 495,Director B,Italy,2017-10-19,2011,R,57 min,Crime,Spanish,8.7,805319,63.06,68.55,58,4,excellent
s496,Movie,Klaus 496,Director D,Mexico,2017-02-08,2023,TV-14,102 min,Action,German,7.2,737045,165.84,650.1,61.5,0,good
s497,TV Show,The Lincoln Lawyer 497,Director D,Spain,2021-10-07,2006,PG,39 min,Fantasy,English,5.7,120674,17.98,88.74,47.6,7,average
s498,TV Show,Bridgerton 498,Director E,France,2017-04-18,2015,PG,49 min,Family,Japanese,8.2,886946,57.55,223.98,65.6,5,good
s499,Movie,The Umbrella Academy 499,Director D,Japan,2021-05-02,2025,TV-14,161 min,Comedy,Spanish,8.1,709743,67.4,43.8,55.6,0,good
s500,TV Show,Extraction 500,Director D,India,2022-08-15,2022,R,31 min,Family,Japanese,6.7,628861,12.44,60.9,64.4,3,good
